pickup_day,pickup_hour,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,passenger_count
4,2,-74.0043487548828,40.7476196289063,-73.994758605957,40.7555313110352,177,1
4,20,-73.9764099121094,40.785758972168,-73.9637298583984,40.8055992126465,288,6
1,1,-73.9973373413086,40.7206840515137,-74.0055618286133,40.742000579834,525,5
7,12,-74.0001373291016,40.739803314209,-73.9949340820313,40.765308380127,902,1
6,10,-73.9611434936523,40.7690887451172,-73.9914321899414,40.7499160766602,815,1
7,2,-73.9798736572266,40.7349815368652,-73.9941635131836,40.7460899353027,397,1
2,12,-73.9674530029297,40.8027381896973,-73.9441833496094,40.8424530029297,568,1
1,0,-73.9891204833984,40.7306213378906,-73.9607696533203,40.7679634094238,691,3
1,19,-73.9461822509766,40.7533111572266,-73.9459609985352,40.7861938476563,652,1
4,7,-73.9931106567383,40.759635925293,-73.8543701171875,40.8858108520508,2035,1
4,8,-73.9937973022461,40.7464828491211,-73.9745864868164,40.7420043945313,443,2
6,21,-73.9795379638672,40.7711372375488,-73.9781036376953,40.7725715637207,189,3
6,8,-73.9541244506836,40.7845993041992,-73.9616775512695,40.7741012573242,290,1
6,22,-73.9514923095703,40.7821311950684,-73.9417495727539,40.7915916442871,283,2
2,15,-73.9813003540039,40.764461517334,-73.972053527832,40.7971687316895,897,1
5,18,-73.9924774169922,40.7482795715332,-73.9894638061524,40.7424812316895,149,2
3,11,-73.9821395874024,40.7751197814941,-73.9816513061524,40.779712677002,176,1
6,18,-73.9979019165039,40.7565155029297,-73.9902038574219,40.7608146667481,197,1
1,1,-73.9953079223633,40.7443542480469,-73.9946212768555,40.7504463195801,197,1
3,12,-73.9798583984375,40.7434997558594,-73.9746475219727,40.7510299682617,139,1
1,0,-73.9821014404297,40.7712516784668,-73.9824371337891,40.7638206481934,332,4
5,10,-73.9902038574219,40.7141304016113,-74.0062866210938,40.7110900878906,656,1
6,10,-73.9876403808594,40.7603149414063,-73.9753799438477,40.7583351135254,460,1
4,19,-73.9703598022461,40.7556915283203,-73.9356231689453,40.8027687072754,905,1
3,8,-73.7820739746094,40.6447372436524,-73.9954223632813,40.7622032165527,4429,1
5,15,-73.9555282592774,40.7796096801758,-73.9504089355469,40.7798805236816,330,1
3,23,-73.7899932861328,40.6468200683594,-73.8728103637695,40.6856193542481,949,1
7,23,-73.9823226928711,40.7648010253906,-74.0056610107422,40.7419090270996,814,1
1,16,-73.9695434570313,40.7561149597168,-73.9661254882813,40.7646331787109,378,1
7,22,-74.0016021728516,40.7294235229492,-73.9936218261719,40.7415199279785,559,1
7,8,-73.9986267089844,40.7400894165039,-73.9929580688477,40.7340049743652,224,1
1,13,-73.7767562866211,40.645191192627,-73.9810333251953,40.7589836120606,2376,1
6,20,-73.9953918457031,40.7488746643066,-74.0047836303711,40.7420082092285,247,1
4,20,-73.9599914550781,40.7820777893066,-73.9571075439453,40.7666854858398,435,1
5,13,-73.9070434570313,40.6550674438477,-73.9525680541992,40.640754699707,933,1
2,19,-73.9846267700195,40.742847442627,-74.0040969848633,40.7525863647461,408,2
5,14,-73.9885406494141,40.778148651123,-73.9787368774414,40.7857856750488,414,1
1,0,-73.9490737915039,40.7772598266602,-73.9810562133789,40.7417297363281,692,1
5,21,-73.9861145019531,40.7680931091309,-73.9577255249024,40.7703056335449,622,1
4,13,-73.9693832397461,40.7579956054688,-73.9572067260742,40.7692375183106,531,2
7,8,-73.9773406982422,40.7522201538086,-73.9913787841797,40.7500305175781,376,5
5,18,-73.9827423095703,40.756649017334,-73.9761734008789,40.7191925048828,3448,1
4,7,-73.9917449951172,40.7500038146973,-73.9800033569336,40.7607383728027,597,1
2,13,-73.9906387329102,40.7560768127441,-74.0086212158203,40.7024841308594,1100,1
1,15,-73.9770050048828,40.7471351623535,-73.9946670532227,40.7593460083008,844,2
5,11,-73.9913024902344,40.7390174865723,-74.0056686401367,40.745662689209,706,1
1,19,-73.9629211425781,40.7741622924805,-73.9643707275391,40.7588996887207,667,3
3,19,-73.987060546875,40.7453765869141,-74.0025863647461,40.7606887817383,1011,1
2,16,-74.0041198730469,40.7427291870117,-73.9935302734375,40.7312355041504,453,1
6,11,-73.939208984375,40.7521629333496,-73.9586563110352,40.7639274597168,421,1
5,13,-73.9730987548828,40.7466354370117,-73.9854202270508,40.7430458068848,745,1
4,19,-73.981071472168,40.7589797973633,-73.9677505493164,40.7872505187988,735,1
7,12,-73.9909439086914,40.7340888977051,-73.9975738525391,40.7246017456055,416,1
5,7,-73.9548797607422,40.7672805786133,-73.9787292480469,40.7509307861328,866,1
1,8,-73.9363632202149,40.8145751953125,-73.9413909912109,40.8169097900391,267,1
3,22,-74.0035705566406,40.7324752807617,-74.0082473754883,40.7168502807617,179,5
6,11,-74.0083084106445,40.7077484130859,-73.9766235351563,40.7624397277832,1161,1
6,8,-73.9787139892578,40.7410163879395,-73.9853515625,40.7416114807129,256,1
6,21,-73.9450225830078,40.7796440124512,-73.9265899658203,40.7370758056641,1225,1
7,2,-73.9919052124024,40.7219734191895,-74.0095062255859,40.7260971069336,505,2
7,1,-74.0078811645508,40.7402572631836,-73.9824676513672,40.7468757629395,892,2
3,14,-73.9601593017578,40.7664108276367,-73.9640274047852,40.7545394897461,443,5
1,6,-73.9530334472656,40.8066482543945,-73.9399490356445,40.7979431152344,368,1
1,15,-73.7766876220703,40.6454086303711,-73.85693359375,40.6611099243164,1011,6
7,21,-73.9766464233399,40.7598304748535,-73.9959030151367,40.7600517272949,739,2
4,21,-73.9810256958008,40.7450942993164,-73.9966583251953,40.7363929748535,377,1
3,10,-73.9891586303711,40.7485504150391,-73.9890975952149,40.7544021606445,515,1
5,23,-74.0061264038086,40.7499961853027,-73.9995193481445,40.7462043762207,114,1
6,9,-73.9863662719727,40.7720603942871,-73.9560012817383,40.7879905700684,786,1
7,23,-73.9813003540039,40.7691383361816,-73.9857940673828,40.7574615478516,535,1
1,8,-73.9882507324219,40.7187271118164,-74.0077362060547,40.7405662536621,785,2
5,12,-73.7809906005859,40.645133972168,-74.0008239746094,40.7204971313477,3080,1
4,15,-73.7897796630859,40.6435432434082,-73.9505615234375,40.6809768676758,2316,1
6,14,-73.9884719848633,40.7762985229492,-73.9889678955078,40.7734146118164,74,1
6,19,-74.0014801025391,40.7225952148438,-73.9896545410156,40.7471961975098,726,1
6,1,-73.9872665405274,40.7329406738281,-73.9623260498047,40.7619934082031,641,1
5,15,-73.984748840332,40.7543182373047,-73.9625015258789,40.7739906311035,962,1
1,11,-73.994270324707,40.7409706115723,-73.9869232177734,40.7472190856934,476,1
4,22,-73.9819793701172,40.7737503051758,-73.9636917114258,40.8030891418457,479,1
4,16,-73.9802093505859,40.753849029541,-73.9874725341797,40.7488861083984,297,1
2,23,-73.9977188110352,40.7217483520508,-74.0112991333008,40.7157592773438,325,1
1,17,-73.863525390625,40.7696952819824,-73.9586563110352,40.7111892700195,1758,1
3,12,-73.9710006713867,40.758430480957,-73.9688415527344,40.7543296813965,117,1
4,7,-73.7820281982422,40.6445236206055,-73.9738235473633,40.7505378723145,3000,2
4,8,-73.974479675293,40.7330284118652,-73.9874801635742,40.7408409118652,462,1
1,11,-73.9738235473633,40.754508972168,-74.0037612915039,40.7419204711914,767,2
7,15,-74.0061416625977,40.7345314025879,-73.9573287963867,40.7685585021973,1609,1
4,7,-74.0097351074219,40.7318725585938,-73.7861557006836,40.6440086364746,4863,1
1,19,-73.9940414428711,40.7515754699707,-73.9899063110352,40.748176574707,578,1
5,14,-73.9769668579102,40.7477912902832,-73.7892837524414,40.6427726745606,2756,3
3,9,-73.952262878418,40.7687683105469,-73.9748687744141,40.756477355957,1777,1
2,15,-73.9870681762695,40.7578506469727,-74.0001373291016,40.7380409240723,526,3
5,14,-73.9503936767578,40.7753944396973,-73.9546737670899,40.784912109375,343,1
5,12,-73.9841766357422,40.7431297302246,-73.9937362670899,40.7452011108398,903,5
4,14,-74.0005645751953,40.7478904724121,-73.9873046875,40.7713356018066,608,1
7,2,-73.9975814819336,40.7210998535156,-73.9795684814453,40.7446594238281,790,1
1,17,-73.9789276123047,40.756217956543,-73.9931106567383,40.7471427917481,474,1
5,8,-73.9792404174805,40.767276763916,-73.9609756469727,40.7780303955078,653,2
3,20,-73.9583129882813,40.7746353149414,-73.9720916748047,40.7567977905273,567,1
6,0,-73.9554977416992,40.7725791931152,-73.9640808105469,40.757396697998,375,1
2,2,-74.0039215087891,40.7430572509766,-73.9998550415039,40.7271499633789,390,1
1,10,-73.9911346435547,40.7180442810059,-73.7824859619141,40.6488151550293,1464,1
3,23,-73.9354629516602,40.714469909668,-73.9628601074219,40.6726303100586,1063,1
5,11,-73.9681701660156,40.7997894287109,-73.9591293334961,40.7809181213379,609,2
5,9,-73.9652862548828,40.7592430114746,-73.9785079956055,40.7616157531738,629,1
5,16,-73.9834289550781,40.7667579650879,-73.9815139770508,40.7809371948242,385,6
2,6,-73.9976272583008,40.7564888000488,-73.9860382080078,40.7639808654785,207,1
6,20,-73.9676666259766,40.7588615417481,-74.008903503418,40.7312316894531,1507,1
2,8,-73.9853439331055,40.7576599121094,-73.9981460571289,40.7607917785645,278,5
7,20,-74.0066757202149,40.7309608459473,-74.0026473999023,40.7447509765625,424,3
6,8,-73.9897003173828,40.7759552001953,-73.9871063232422,40.7452354431152,1379,1
4,11,-73.9507446289063,40.7713966369629,-73.9548187255859,40.7653579711914,192,1
5,16,-73.9519577026367,40.788330078125,-73.9514999389649,40.7828788757324,219,1
7,16,-73.9895401000977,40.7203598022461,-74.0090179443359,40.7263488769531,603,2
6,6,-73.9913558959961,40.749927520752,-74.0100402832031,40.7145385742188,382,1
5,21,-73.988639831543,40.7568855285645,-73.963134765625,40.760929107666,1576,1
4,18,-73.9742126464844,40.7641677856445,-73.9999389648438,40.7379570007324,1297,1
4,15,-73.9760208129883,40.7634735107422,-73.9611740112305,40.7747077941895,854,1
5,10,-73.9782257080078,40.763069152832,-73.9812088012695,40.7370719909668,1070,1
5,15,-74.0065765380859,40.7445220947266,-73.9747543334961,40.7792320251465,891,1
4,8,-73.9977111816406,40.7565803527832,-73.9974060058594,40.7569084167481,44,1
2,15,-73.9822692871094,40.7454109191895,-73.9815292358399,40.7711982727051,1453,1
4,20,-73.9331893920899,40.7987632751465,-73.93701171875,40.7958297729492,392,1
4,22,-73.9926528930664,40.7484893798828,-73.998176574707,40.7361526489258,168,1
7,5,-73.9880828857422,40.7321739196777,-73.9752502441406,40.7456855773926,247,1
5,8,-73.9596481323242,40.7627296447754,-73.9592819213867,40.7821197509766,829,1
5,20,-73.9568634033203,40.7751502990723,-73.9351501464844,40.8562202453613,1022,1
1,13,-73.9968032836914,40.7375221252441,-73.9877777099609,40.7243537902832,787,1
2,15,-73.9684753417969,40.7634811401367,-73.9885330200195,40.7461929321289,652,1
2,14,-73.9779586791992,40.7555809020996,-73.991813659668,40.7498779296875,661,5
5,8,-73.9818954467773,40.7628746032715,-73.9936676025391,40.7423820495606,597,1
3,16,-73.9648818969727,40.7697715759277,-73.9721221923828,40.7498359680176,866,1
1,9,-73.9710388183594,40.6144409179688,-73.9710388183594,40.6144409179688,277,1
4,7,-73.8634033203125,40.7696990966797,-73.979248046875,40.7654418945313,2194,1
1,16,-73.9600067138672,40.7622222900391,-73.9700546264649,40.7646446228027,295,6
7,21,-73.9940490722656,40.7511367797852,-73.9977035522461,40.7565956115723,313,3
7,23,-73.9643096923828,40.6806335449219,-73.9613037109375,40.6521606445313,588,1
4,20,-74.0014419555664,40.7211456298828,-73.9838790893555,40.7318878173828,610,1
6,21,-73.9841384887695,40.7615509033203,-73.99755859375,40.7377510070801,494,6
6,18,-73.9663543701172,40.7706871032715,-73.9762649536133,40.7878913879395,384,1
6,16,-73.9546661376953,40.7186431884766,-73.9575042724609,40.7107467651367,459,1
7,21,-73.9946975708008,40.7258682250977,-73.9474258422852,40.7961082458496,1942,1
5,17,-73.9921646118164,40.7306594848633,-73.9832916259766,40.7264366149902,465,1
2,8,-73.9939422607422,40.7623977661133,-73.9442901611328,40.8423690795898,991,1
6,19,-73.9892425537109,40.7264175415039,-74.0106582641602,40.7046394348145,1068,2
6,6,-73.9609375,40.760368347168,-73.9492492675781,40.7630996704102,172,5
3,13,-73.9690551757813,40.7575416564941,-73.9788208007813,40.7586097717285,344,1
1,13,-73.9534149169922,40.7669143676758,-73.9543838500977,40.808349609375,967,1
5,11,-74.0087432861328,40.7067680358887,-73.8707885742188,40.7740745544434,1905,1
7,0,-74.0034713745117,40.7325630187988,-74.0048980712891,40.7415542602539,322,2
7,19,-73.8638305664063,40.7699775695801,-73.9783172607422,40.7664337158203,1704,1
3,9,-73.9791870117188,40.7403907775879,-73.9879302978516,40.7350959777832,385,1
6,3,-73.9826202392578,40.7625923156738,-73.9720687866211,40.7923393249512,530,1
5,18,-73.9583892822266,40.7603988647461,-73.9261932373047,40.7668418884277,843,5
4,14,-73.9943313598633,40.7509269714356,-73.9860000610352,40.7677993774414,539,2
7,11,-73.9797897338867,40.7709503173828,-73.9830322265625,40.771858215332,217,2
6,13,-74.0001754760742,40.7389068603516,-74.006965637207,40.7464561462402,203,1
4,0,-73.8744964599609,40.7739562988281,-73.9153137207031,40.7035217285156,1313,2
7,22,-73.9837951660156,40.742317199707,-73.9845733642578,40.6917266845703,1462,2
4,10,-73.9903106689453,40.7565879821777,-73.9590072631836,40.7609596252441,1178,1
7,3,-73.8848571777344,40.7477493286133,-73.885368347168,40.7556686401367,338,1
1,13,-73.9669342041016,40.7606468200684,-73.957878112793,40.7816276550293,420,1
1,5,-73.9316177368164,40.7444610595703,-73.9353485107422,40.813419342041,1318,2
5,21,-73.9814376831055,40.7628784179688,-73.9736785888672,40.7477416992188,675,1
2,19,-73.9812850952148,40.7636795043945,-73.9976119995117,40.7215042114258,1598,1
4,14,-73.9785079956055,40.7571105957031,-73.9874801635742,40.7445678710938,314,1
3,15,-73.9911880493164,40.7269096374512,-74.0086135864258,40.716381072998,1015,1
4,8,-73.9946365356445,40.7503814697266,-73.9764022827148,40.7555389404297,692,1
6,16,-73.9550933837891,40.7832221984863,-73.960578918457,40.7757759094238,208,1
4,8,-73.9937515258789,40.7311210632324,-73.9759368896484,40.7540702819824,795,1
6,15,-73.9718551635742,40.7572898864746,-73.9775085449219,40.7496604919434,219,2
3,14,-73.9789962768555,40.7530479431152,-73.9651718139649,40.7723045349121,1184,1
1,16,-73.7768096923828,40.6459312438965,-73.9727554321289,40.7559852600098,2753,2
3,15,-73.9546432495117,40.7866401672363,-73.8706436157227,40.7738990783691,1160,1
6,20,-73.9883804321289,40.7492218017578,-73.9819030761719,40.728328704834,1306,1
7,15,-73.9496536254883,40.7726287841797,-73.9575881958008,40.762134552002,299,1
3,22,-73.8729553222656,40.7740211486816,-73.9426879882813,40.8156356811524,841,1
1,10,-73.9724578857422,40.7549896240234,-73.9891967773438,40.7188911437988,771,1
7,20,-73.9825744628906,40.7486763000488,-73.9880752563477,40.7280731201172,1008,1
6,14,-73.9746932983399,40.7570724487305,-74.0093078613281,40.7262268066406,1350,5
4,7,-73.9704055786133,40.7839698791504,-73.981689453125,40.7671394348145,351,1
1,4,-73.952262878418,40.7986602783203,-73.9241790771484,40.8631896972656,1032,1
5,18,-73.9818878173828,40.7745704650879,-73.9786071777344,40.7829170227051,210,1
4,13,-73.7817611694336,40.6447296142578,-73.9795913696289,40.7547721862793,3393,1
4,9,-73.9739227294922,40.7561531066895,-73.9946441650391,40.750358581543,929,1
6,1,-73.9660339355469,40.7129096984863,-73.9398345947266,40.7260627746582,656,1
1,13,-74.0005035400391,40.7583389282227,-73.9827575683594,40.7637214660645,781,1
2,22,-73.9886093139648,40.7450714111328,-73.9437713623047,40.7526473999023,1596,2
3,15,-73.9616088867188,40.7699661254883,-73.9909744262695,40.7508239746094,1022,1
4,14,-73.9914169311524,40.7500152587891,-74.0173187255859,40.7051086425781,1327,1
1,14,-73.989128112793,40.7742538452148,-74.0014266967773,40.7567138671875,366,3
2,10,-73.980224609375,40.7514533996582,-73.9771270751953,40.7557144165039,114,1
7,2,-73.87890625,40.7561912536621,-73.864616394043,40.7577095031738,233,4
3,18,-74.0066299438477,40.7514266967773,-73.9839477539063,40.7255516052246,1355,5
1,13,-73.9786071777344,40.7858543395996,-73.9813766479492,40.7738418579102,425,1
7,18,-73.9870376586914,40.7519569396973,-73.9590835571289,40.7806625366211,1020,1
6,16,-73.9997406005859,40.7347373962402,-73.9878005981445,40.7499923706055,1055,1
2,20,-73.9822006225586,40.7604064941406,-73.9635467529297,40.765941619873,381,1
4,12,-73.9833602905274,40.7678909301758,-73.9808578491211,40.7533683776856,662,1
7,20,-73.9579467773438,40.7610702514648,-73.9545135498047,40.7837829589844,588,2
2,22,-73.9838027954102,40.7614784240723,-73.9922485351563,40.7585105895996,310,1
6,12,-73.9641265869141,40.7680473327637,-73.9649963378906,40.7658271789551,33,1
2,9,-73.9569473266602,40.7807006835938,-73.9889526367188,40.753360748291,1966,6
4,8,-73.9820327758789,40.7750968933105,-73.9727783203125,40.7596626281738,750,1
2,22,-74.0055999755859,40.7264785766602,-73.9715347290039,40.6913642883301,838,2
6,21,-73.995475769043,40.754638671875,-73.9822082519531,40.6741027832031,2674,1
4,18,-73.9592208862305,40.7716636657715,-73.9908828735352,40.734130859375,1659,5
5,0,-73.9874496459961,40.765510559082,-73.9920349121094,40.7515068054199,345,1
1,12,-73.955451965332,40.779655456543,-73.9758834838867,40.7656288146973,585,1
